Ig Inq,Tipo Procedimento,Situação Instauracao ,Tipo Elucidação,Data Instauração,Data Remessa,Desc Fato,Tipo Fato,Tipo Particip,Idade Participante,Sexo,Genero,Estado Civil,Instrucao,Cor Cadastro,Cor Autodeclarada,Med Protetiva,Qtde Vit Domest Sexoougenero
11149184,Inquérito,Instaurado e Remetido,Elucidado,19/10/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),25,Masculino,Masculino,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11150144,Inquérito,Instaurado e Remetido,Elucidado,19/10/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),20,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11150514,Inquérito,Instaurado e Remetido,Elucidado,20/10/2023,24/11/2023,VIAS DE FATO,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11152797,Inquérito,Instaurado e Remetido,Elucidado,23/10/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11153208,Inquérito,Instaurado e Remetido,Elucidado,23/10/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),22,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11153214,Inquérito,Instaurado e Remetido,Elucidado,23/10/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),42,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11154427,Inquérito,Instaurado e Remetido,Elucidado,24/10/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),29,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11154865,Inquérito,Instaurado e Remetido,Elucidado,25/10/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),50,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11156521,Inquérito,Instaurado e Remetido,Elucidado,26/10/2023,24/11/2023,OUTROS CRIMES,Consumado,Suspeito(a),37,Masculino,Masculino,Não informado,Não informado,Branca,,Não se aplica,1
11156529,Inquérito,Instaurado e Remetido,Elucidado,26/10/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),22,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11157916,Inquérito,Instaurado e Remetido,Elucidado,27/10/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11158052,Inquérito,Instaurado e Remetido,Elucidado,27/10/2023,24/11/2023,DANO,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11158052,Inquérito,Instaurado e Remetido,Elucidado,27/10/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),33,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11158972,Inquérito,Instaurado e Remetido,Elucidado,30/10/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11160140,Inquérito,Instaurado e Remetido,Elucidado,30/10/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),56,Masculino,Masculino,Divorciado(a),Ensino médio,Preta,Preta,Não se aplica,1
11160652,Inquérito,Instaurado e Remetido,Elucidado,31/10/2023,24/11/2023,VIAS DE FATO,Consumado,Suspeito(a),41,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11162414,Inquérito,Instaurado e Remetido,Elucidado,1/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),45,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,2
11162611,Inquérito,Instaurado e Remetido,Elucidado,1/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),49,Feminino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11162782,Inquérito,Instaurado e Remetido,Elucidado,1/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11163876,Inquérito,Instaurado e Remetido,Elucidado,6/11/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),47,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11164629,Inquérito,Instaurado e Remetido,Elucidado,6/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Não informado,Parda,,Não se aplica,1
11164629,Inquérito,Instaurado e Remetido,Elucidado,6/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Outros,Parda,,Não se aplica,1
11165308,Inquérito,Instaurado e Remetido,Elucidado,7/11/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),60,Masculino,Masculino,Separado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11165687,Inquérito,Instaurado e Remetido,Elucidado,7/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),48,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11166591,Inquérito,Instaurado e Remetido,Elucidado,7/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),45,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,2
11166591,Inquérito,Instaurado e Remetido,Elucidado,7/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),45,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,1
11170768,Inquérito,Instaurado e Remetido,Elucidado,10/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),54,Masculino,Masculino,Amigado(a),Não informado,Branca,Branca,Não se aplica,1
11171110,Inquérito,Instaurado e Remetido,Elucidado,10/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),70,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11172909,Inquérito,Instaurado e Remetido,Elucidado,13/11/2023,24/11/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Acusado(a),51,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11173144,Inquérito,Instaurado e Remetido,Elucidado,13/11/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Outros,Indígena,Indígena,Não se aplica,1
11176022,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),23,Masculino,Masculino,Solteiro(a),Outros,Preta,Parda,Não se aplica,1
11176138,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11176145,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11176145,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),34,Feminino,Feminino,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
11176556,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),46,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11176874,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),48,Masculino,Masculino,Casado(a),Não informado,Preta,Branca,Não se aplica,1
11176874,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),48,Masculino,Masculino,Casado(a),Outros,Preta,Branca,Não se aplica,1
11177136,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),25,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11177396,Inquérito,Instaurado e Remetido,Elucidado,16/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),26,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11178246,Inquérito,Instaurado e Remetido,Elucidado,17/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),29,Masculino,Masculino,Solteiro(a),Ensino médio,Preta,Preta,Não se aplica,1
11178696,Inquérito,Instaurado e Remetido,Elucidado,17/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),44,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11179013,Inquérito,Instaurado e Remetido,Elucidado,17/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),57,Masculino,Masculino,Amigado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11179092,Inquérito,Instaurado e Remetido,Elucidado,17/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11179250,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,AMEACA,Consumado,Adolescente infrator,17,Feminino,Feminino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,2
11179250,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),37,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,2
11179424,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,AMEACA,Consumado,Indiciado(a),44,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11179662,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),36,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11179786,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11179791,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11180060,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),36,Feminino,Feminino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11180738,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11180756,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),37,Masculino,Masculino,Solteiro(a),Outros,Parda,Preta,Não se aplica,1
11180789,Inquérito,Instaurado e Remetido,Elucidado,20/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),32,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11181089,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,FEMINICIDIO,Tentado,Indiciado(a),29,Masculino,Masculino,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11181391,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,AMEACA,Consumado,Acusado(a),35,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11181427,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,AMEACA,Consumado,Indiciado(a),35,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11181446,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,2
11182285,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),39,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11182797,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,LESAO CORPORAL CULPOSA,Consumado,Suspeito(a),50,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11182805,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11182805,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11182817,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,VIAS DE FATO,Consumado,Suspeito(a),31,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11182839,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,AMEACA,Consumado,Indiciado(a),37,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,2
11182843,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,VIAS DE FATO,Consumado,Suspeito(a),18,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,2
11182845,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,VIAS DE FATO,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11182854,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,VIAS DE FATO,Consumado,Suspeito(a),29,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11182859,Inquérito,Instaurado e Remetido,Elucidado,21/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),40,Feminino,Feminino,Não informado,Não informado,Branca,,Não se aplica,1
11183117,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),34,Masculino,,Não informado,Não informado,,,Não se aplica,1
11183388,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),68,Masculino,Masculino,Casado(a),Outros,Branca,Branca,Não se aplica,1
11183390,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Indiciado(a),20,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11183653,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,AMEACA,Consumado,Indiciado(a),32,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11184362,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11184363,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,VIAS DE FATO,Consumado,Suspeito(a),28,Masculino,Masculino,Solteiro(a),Ensino fundamental,Preta,Preta,Não se aplica,1
11184365,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),31,Feminino,Feminino,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
11184365,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
11184368,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),46,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11184370,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),26,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11184371,Inquérito,Instaurado e Remetido,Elucidado,22/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11184606,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11184635,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),38,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11184693,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,LESAO CORPORAL LEVE,Consumado,Suspeito(a),39,Masculino,Masculino,Amigado(a),Outros,Branca,Branca,Não se aplica,1
11185004,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,MAUS TRATOS CONTRA IDOSO,Consumado,Suspeito(a),46,Masculino,Masculino,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
11185100,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,AMEACA,Consumado,Indiciado(a),22,Masculino,Masculino,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11185381,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),40,Masculino,Masculino,Solteiro(a),Outros,Branca,Branca,Não se aplica,1
11185553,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),43,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11185908,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11185908,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,INJURIA,Consumado,Suspeito(a),21,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11185908,Inquérito,Instaurado e Remetido,Elucidado,23/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Indiciado(a),21,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11186019,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),32,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11186053,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),51,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,1
11186053,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,PERSEGUICAO,Consumado,Suspeito(a),51,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,1
11186158,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),51,Masculino,Masculino,Divorciado(a),Ensino médio,Branca,Branca,Não se aplica,1
11186214,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,AMEACA,Consumado,Suspeito(a),48,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11186231,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),54,Masculino,Masculino,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
11186252,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),44,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11186280,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),42,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11186384,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,VIOLENCIA PSICOL CONTRA MULHER,Consumado,Suspeito(a),58,Masculino,Masculino,Casado(a),Outros,Branca,Branca,Não se aplica,1
11186396,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,DESCUMPRIMEN MEDIDA PROTET URG,Consumado,Suspeito(a),27,Masculino,Masculino,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
11186884,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),29,Masculino,,Solteiro(a),Ensino fundamental,Parda,Parda,Não se aplica,1
11186946,Inquérito,Instaurado e Remetido,Elucidado,24/11/2023,24/11/2023,LESAO CORPORAL,Consumado,Suspeito(a),31,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
7544950,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",27/4/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),24,Masculino,,Solteiro(a),Ensino médio,Parda,Parda,Não se aplica,1
7629420,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",24/6/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),33,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
7663783,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",17/7/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),34,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
7676315,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/7/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),41,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
7676315,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",28/7/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),69,Masculino,,Casado(a),Ensino médio,Branca,Branca,Não se aplica,1
7687505,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",7/8/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),43,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
7708989,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",26/8/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),32,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
7750469,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/10/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),52,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
7750469,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/10/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),65,Masculino,,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
7750480,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/10/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),32,Feminino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
7750480,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",6/10/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),66,Masculino,,Casado(a),Ensino fundamental,Branca,Branca,Não se aplica,1
7754535,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",8/10/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),41,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
7754603,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",8/10/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),20,Feminino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
7756440,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",9/10/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),22,Feminino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
7772487,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",22/10/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),28,Masculino,,Solteiro(a),Ensino médio,Parda,Mulato,Não se aplica,1
7785525,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",3/11/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),39,Masculino,,Solteiro(a),Não informado,Branca,Branca,Não se aplica,1
7797153,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",11/11/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),31,Masculino,,Casado(a),Ensino fundamental,Preta,Preta,Não se aplica,1
7819002,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/11/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),61,Masculino,,Solteiro(a),Ensino fundamental,Preta,Mulato,Não se aplica,1
7819045,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/11/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),25,Masculino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
7819274,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/11/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),32,Masculino,,Solteiro(a),Ensino fundamental,Preta,Mulato,Não se aplica,1
7819333,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",25/11/2015,24/11/2023,LESAO CORPORAL,Consumado,Acusado(a),36,Masculino,,Solteiro(a),Ensino superior,Branca,Branca,Não se aplica,1
8483708,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",3/5/2017,24/11/2023,AMEACA,Consumado,Acusado(a),33,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9016928,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",3/7/2018,24/11/2023,ABANDONO DE INCAPAZ,Consumado,Acusado(a),42,Feminino,,Solteiro(a),Ensino fundamental,Branca,Branca,Não se aplica,1
9465453,Inquérito,Instaurado e Remetido,"Elucidado, sem Indiciamento",8/7/2019,24/11/2023,VIAS DE FATO,Consumado,Acusado(a),43,Masculino,,Solteiro(a),Ensino médio,Branca,Branca,Não se aplica,1
